nc,Acore,ds1,ds2,m1,Nl1,Jmax,efficiency,powerdensity(KW/L),Tmax,Delta T
1,3,5.00E-04,5.00E-04,1,21,2,0.997051,21.635456,320.698461,20.698461
1,3,5.00E-04,5.00E-04,1,22,2,0.997046,22.230528,321.38197,21.38197
1,3,5.00E-04,5.00E-04,1,23,2,0.997098,22.804094,321.536984,21.536984
1,3,5.00E-04,5.00E-04,1,24,2,0.997089,23.357297,322.206271,22.206271
1,3,5.00E-04,5.00E-04,1,25,2,0.997078,23.891193,322.865568,22.865568
1,3,5.00E-04,5.00E-04,1,26,2,0.997067,24.406759,323.515386,23.515386
1,3,5.00E-04,5.00E-04,1,27,2,0.997106,24.9049,323.663464,23.663464
1,3,5.00E-04,5.00E-04,1,28,2,0.997092,25.386457,324.301212,24.301212
1,3,5.00E-04,5.00E-04,1,29,2,0.997076,25.852211,324.930515,24.930515
1,3,5.00E-04,5.00E-04,1,30,2,0.997061,26.302892,325.551747,25.551747
1,3,5.00E-04,5.00E-04,2,11,2,0.996959,18.948248,332.105203,32.105203
1,3,5.00E-04,5.00E-04,2,12,2,0.996941,20.121496,334.733892,34.733892
1,3,5.00E-04,5.00E-04,2,13,2,0.996917,21.121339,336.330135,36.330135
1,3,5.00E-04,5.00E-04,2,14,2,0.996887,22.176253,338.825906,38.825906
1,3,5.00E-04,5.00E-04,2,15,2,0.996963,23.054777,338.816786,38.816786
1,3,5.00E-04,5.00E-04,2,16,2,0.996922,24.007287,341.207582,41.207582
1,3,5.00E-04,5.00E-04,2,17,2,0.99688,24.783787,342.65524,42.65524
1,3,5.00E-04,5.00E-04,2,18,2,0.996834,25.646962,344.945324,44.945324
1,3,5.00E-04,5.00E-04,2,19,2,0.996884,26.336607,344.915675,44.915675
1,3,5.00E-04,5.00E-04,2,20,2,0.996833,27.121289,347.124511,47.124511
1,3,5.00E-04,5.00E-04,2,21,2,0.996784,27.736231,348.461897,48.461897
1,3,5.00E-04,5.00E-04,2,22,2,0.996731,28.451514,350.590415,50.590415
1,3,5.00E-04,5.00E-04,2,23,2,0.996766,29.001644,350.547388,50.547388
1,3,5.00E-04,5.00E-04,2,24,2,0.996711,29.655224,352.610266,52.610266
1,3,5.00E-04,5.00E-04,2,25,2,0.996658,30.148703,353.860873,53.860873
1,3,5.00E-04,5.00E-04,2,26,2,0.996602,30.747153,355.857385,55.857385
1,3,5.00E-04,5.00E-04,2,27,2,0.996628,31.190792,355.804866,55.804866
1,3,5.00E-04,5.00E-04,2,28,2,0.996569,31.739765,357.746693,57.746693
1,3,5.00E-04,5.00E-04,2,29,2,0.996515,32.139306,358.926201,58.926201
1,3,5.00E-04,5.00E-04,2,30,2,0.996457,32.6437,360.811752,60.811752
1,3,5.00E-04,5.00E-04,3,7,2,0.996642,13.554176,335.609565,35.609565
1,3,5.00E-04,5.00E-04,3,8,2,0.996601,14.763827,340.173147,40.173147
1,3,5.00E-04,5.00E-04,3,9,2,0.996537,15.85169,344.675906,44.675906
1,3,5.00E-04,5.00E-04,3,10,2,0.996511,17.142345,347.564866,47.564866
1,3,5.00E-04,5.00E-04,3,11,2,0.996611,18.091537,349.214996,49.214996
1,3,5.00E-04,5.00E-04,3,12,2,0.996513,18.954279,353.433431,53.433431
1,3,5.00E-04,5.00E-04,3,13,2,0.996455,19.968084,355.932095,55.932095
1,3,5.00E-04,5.00E-04,3,14,2,0.996353,20.727175,359.93428,59.93428
1,3,5.00E-04,5.00E-04,3,15,2,0.996401,21.421896,361.433664,61.433664
1,3,5.00E-04,5.00E-04,3,16,2,0.99633,22.233365,363.649065,63.649065
1,3,5.00E-04,5.00E-04,3,17,2,0.99622,22.848646,367.433643,67.433643
1,3,5.00E-04,5.00E-04,3,18,2,0.996108,23.414391,371.177249,71.177249
1,3,5.00E-04,5.00E-04,3,19,2,0.996171,24.073065,370.832925,70.832925
1,3,5.00E-04,5.00E-04,3,20,2,0.996058,24.576646,374.427524,74.427524
1,3,5.00E-04,5.00E-04,3,21,2,0.995943,25.041162,377.985164,77.985164
1,3,5.00E-04,5.00E-04,3,22,2,0.995866,25.581457,379.752368,79.752368
1,3,5.00E-04,5.00E-04,3,23,2,0.995878,25.99649,380.996987,80.996987
1,3,5.00E-04,5.00E-04,3,24,2,0.995763,26.380124,384.390471,84.390471
1,3,5.00E-04,5.00E-04,3,25,2,0.995683,26.826812,386.028469,86.028469
1,3,5.00E-04,5.00E-04,3,26,2,0.99557,27.170495,389.296131,89.296131
1,3,5.00E-04,5.00E-04,3,27,2,0.995573,27.488551,390.450398,90.450398
1,3,5.00E-04,5.00E-04,3,28,2,0.995491,27.85998,391.981391,91.981391
1,3,5.00E-04,5.00E-04,3,29,2,0.995378,28.145398,395.116091,95.116091
1,3,5.00E-04,5.00E-04,3,30,2,0.995264,28.409634,398.222441,98.222441
1,3,5.00E-04,5.00E-04,4,6,2,0.996002,10.510726,341.048145,41.048145
1,3,5.00E-04,5.00E-04,4,7,2,0.996208,11.406572,343.344008,43.344008
1,3,5.00E-04,5.00E-04,4,8,2,0.996045,12.168977,349.048728,49.048728
1,3,5.00E-04,5.00E-04,4,9,2,0.996034,13.637879,353.887377,53.887377
1,3,5.00E-04,5.00E-04,4,10,2,0.995862,14.301817,359.39332,59.39332
1,3,5.00E-04,5.00E-04,4,11,2,0.995931,14.880826,361.519962,61.519962
1,3,5.00E-04,5.00E-04,4,12,2,0.995736,15.386393,366.919152,66.919152
1,3,5.00E-04,5.00E-04,4,13,2,0.995676,16.455659,370.738013,70.738013
1,3,5.00E-04,5.00E-04,4,14,2,0.995487,16.900437,375.913143,75.913143
1,3,5.00E-04,5.00E-04,4,15,2,0.995511,17.293677,377.870357,77.870357
1,3,5.00E-04,5.00E-04,4,16,2,0.995313,17.641234,382.951871,82.951871
1,3,5.00E-04,5.00E-04,4,17,2,0.995238,18.448005,386.03492,86.03492
1,3,5.00E-04,5.00E-04,4,18,2,0.995048,18.755649,390.906327,90.906327
1,3,5.00E-04,5.00E-04,4,19,2,0.99505,19.029361,392.710266,92.710266
1,3,5.00E-04,5.00E-04,4,20,2,0.994856,19.27251,397.49878,97.49878
1,3,5.00E-04,5.00E-04,5,5,2,0.995838,7.827384,336.041062,36.041062
1,3,5.00E-04,5.00E-04,5,6,2,0.996035,9.865,342.656118,42.656118
1,3,5.00E-04,5.00E-04,5,7,2,0.996174,10.585512,345.400023,45.400023
1,3,5.00E-04,5.00E-04,5,8,2,0.995958,11.182517,351.299372,51.299372
1,3,5.00E-04,5.00E-04,5,9,2,0.995723,11.679594,357.14095,57.14095
1,3,5.00E-04,5.00E-04,5,10,2,0.995477,12.094853,362.917146,62.917146
1,3,5.00E-04,5.00E-04,5,11,2,0.995743,13.446232,364.726275,64.726275
1,3,5.00E-04,5.00E-04,5,12,2,0.995505,13.818617,370.328132,70.328132
1,3,5.00E-04,5.00E-04,5,13,2,0.995262,14.137417,375.886742,75.886742
1,3,5.00E-04,5.00E-04,5,14,2,0.995017,14.410275,381.387291,81.387291
1,3,5.00E-04,5.00E-04,5,15,2,0.995001,14.643522,383.809119,83.809119
1,3,5.00E-04,5.00E-04,5,16,2,0.994965,15.597998,387.45959,87.45959
1,3,5.00E-04,5.00E-04,5,17,2,0.994728,15.808373,392.6963,92.6963
1,3,5.00E-04,5.00E-04,5,18,2,0.99449,15.990083,397.882836,97.882836
1,3,5.00E-04,5.00E-04,6,4,2,0.995483,5.789917,332.026459,32.026459
1,3,5.00E-04,5.00E-04,6,5,2,0.995219,6.335082,338.269785,38.269785
1,3,5.00E-04,5.00E-04,6,6,2,0.994871,6.742294,344.535167,44.535167
1,3,5.00E-04,5.00E-04,6,7,2,0.995532,8.534933,349.11571,49.11571
1,3,5.00E-04,5.00E-04,6,8,2,0.995187,8.913093,355.586401,55.586401
1,3,5.00E-04,5.00E-04,6,9,2,0.994827,9.217728,362.025938,62.025938
1,3,5.00E-04,5.00E-04,6,10,2,0.994455,9.464059,368.40821,68.40821
1,3,5.00E-04,5.00E-04,6,11,2,0.994442,9.663492,371.215232,71.215232
1,3,5.00E-04,5.00E-04,6,12,2,0.99405,9.824736,377.477066,77.477066
1,3,5.00E-04,5.00E-04,6,13,2,0.994119,10.982725,383.602138,83.602138
1,3,5.00E-04,5.00E-04,6,14,2,0.993765,11.133661,389.745451,89.745451
1,3,5.00E-04,5.00E-04,6,15,2,0.993722,11.258415,392.478668,92.478668
1,3,5.00E-04,5.00E-04,6,16,2,0.993361,11.360866,398.525503,98.525503
1,3,5.00E-04,5.00E-04,7,3,2,0.995229,4.220471,326.662562,26.662562
1,3,5.00E-04,5.00E-04,7,4,2,0.994934,4.738881,333.309866,33.309866
1,3,5.00E-04,5.00E-04,7,5,2,0.994478,5.100468,339.895756,39.895756
1,3,5.00E-04,5.00E-04,7,6,2,0.993941,5.359609,346.472015,46.472015
1,3,5.00E-04,5.00E-04,7,7,2,0.993984,5.548386,349.404062,49.404062
1,3,5.00E-04,5.00E-04,7,8,2,0.994284,7.085284,358.667694,58.667694
1,3,5.00E-04,5.00E-04,7,9,2,0.993779,7.272217,365.522585,65.522585
1,3,5.00E-04,5.00E-04,7,10,2,0.993264,7.4188,372.351965,72.351965
1,3,5.00E-04,5.00E-04,7,11,2,0.993216,7.533622,375.362404,75.362404
1,3,5.00E-04,5.00E-04,7,12,2,0.992682,7.623068,382.054245,82.054245
1,3,5.00E-04,5.00E-04,7,13,2,0.992145,7.691981,388.704122,88.704122
1,3,5.00E-04,5.00E-04,7,14,2,0.991606,7.744099,395.30988,95.30988
1,3,5.00E-04,5.00E-04,8,3,2,0.994808,3.5156,327.371753,27.371753
1,3,5.00E-04,5.00E-04,8,4,2,0.99429,3.875724,334.276827,34.276827
1,3,5.00E-04,5.00E-04,8,5,2,0.993618,4.116724,341.122887,41.122887
1,3,5.00E-04,5.00E-04,8,6,2,0.992869,4.283214,347.940248,47.940248
1,3,5.00E-04,5.00E-04,8,7,2,0.992863,4.400182,350.987854,50.987854
1,3,5.00E-04,5.00E-04,8,8,2,0.992029,4.482707,357.686655,57.686655
1,3,5.00E-04,5.00E-04,8,9,2,0.992582,5.775428,368.140738,68.140738
1,3,5.00E-04,5.00E-04,8,10,2,0.991905,5.863684,375.286157,75.286157
1,3,5.00E-04,5.00E-04,8,11,2,0.99182,5.93045,378.449237,78.449237
1,3,5.00E-04,5.00E-04,8,12,2,0.991125,5.980296,385.485637,85.485637
1,3,5.00E-04,5.00E-04,9,3,2,0.994717,3.197719,327.658487,27.658487
1,3,5.00E-04,5.00E-04,9,4,2,0.994081,3.486471,334.592858,34.592858
1,3,5.00E-04,5.00E-04,9,5,2,0.993298,3.674869,341.471014,41.471014
1,3,5.00E-04,5.00E-04,9,6,2,0.992442,3.802109,348.293905,48.293905
1,3,5.00E-04,5.00E-04,9,7,2,0.992365,3.889477,351.594104,51.594104
1,3,5.00E-04,5.00E-04,9,8,2,0.991429,3.949522,358.322676,58.322676
1,3,5.00E-04,5.00E-04,9,9,2,0.99048,3.990116,364.998539,64.998539
1,3,5.00E-04,5.00E-04,9,10,2,0.991301,5.148154,375.887977,75.887977
1,3,5.00E-04,5.00E-04,9,11,2,0.991166,5.195802,379.298126,79.298126
1,3,5.00E-04,5.00E-04,10,3,2,0.994178,2.659511,328.144119,28.144119
1,3,5.00E-04,5.00E-04,10,4,2,0.993288,2.86182,335.263994,35.263994
1,3,5.00E-04,5.00E-04,10,5,2,0.992255,2.989505,342.329961,42.329961
1,3,5.00E-04,5.00E-04,10,6,2,0.991152,3.07307,349.342904,49.342904
1,3,5.00E-04,5.00E-04,10,7,2,0.991018,3.128501,352.692706,52.692706
1,3,5.00E-04,5.00E-04,10,8,2,0.989837,3.164979,359.615256,59.615256
1,3,5.00E-04,5.00E-04,10,9,2,0.988645,3.188149,366.487152,66.487152
1,3,5.00E-04,5.00E-04,1,21,3,0.996164,23.210652,328.427047,28.427047
1,3,5.00E-04,5.00E-04,1,22,3,0.996141,23.85347,329.451855,29.451855
1,3,5.00E-04,5.00E-04,1,23,3,0.996203,24.472958,329.686159,29.686159
1,3,5.00E-04,5.00E-04,1,24,3,0.996175,25.070339,330.68969,30.68969
1,3,5.00E-04,5.00E-04,1,25,3,0.996146,25.646745,331.678385,31.678385
1,3,5.00E-04,5.00E-04,1,26,3,0.996117,26.203222,332.653017,32.653017
1,3,5.00E-04,5.00E-04,1,27,3,0.996164,26.740745,332.876563,32.876563
1,3,5.00E-04,5.00E-04,1,28,3,0.996132,27.260217,333.83324,33.83324
1,3,5.00E-04,5.00E-04,1,29,3,0.996099,27.762484,334.777417,34.777417
1,3,5.00E-04,5.00E-04,1,30,3,0.996066,28.248332,335.709653,35.709653
1,3,5.00E-04,5.00E-04,2,11,3,0.996056,21.277241,344.273823,44.273823
1,3,5.00E-04,5.00E-04,2,12,3,0.995991,22.608166,348.158136,48.158136
1,3,5.00E-04,5.00E-04,2,13,3,0.995928,23.743994,350.603898,50.603898
1,3,5.00E-04,5.00E-04,2,14,3,0.995856,24.941357,354.290937,54.290937
1,3,5.00E-04,5.00E-04,2,15,3,0.995948,25.941432,354.341957,54.341957
1,3,5.00E-04,5.00E-04,2,16,3,0.995865,27.022811,357.875674,57.875674
1,3,5.00E-04,5.00E-04,2,17,3,0.995789,27.908119,360.10812,60.10812
1,3,5.00E-04,5.00E-04,2,18,3,0.995704,28.888022,363.493962,63.493962
1,3,5.00E-04,5.00E-04,2,19,3,0.995765,29.675188,363.520441,63.520441
1,3,5.00E-04,5.00E-04,2,20,3,0.995676,30.565722,366.78854,66.78854
1,3,5.00E-04,5.00E-04,2,21,3,0.995595,31.268157,368.862278,68.862278
1,3,5.00E-04,5.00E-04,2,22,3,0.995506,32.07952,372.013049,72.013049
1,3,5.00E-04,5.00E-04,2,23,3,0.995548,32.708205,372.02263,72.02263
1,3,5.00E-04,5.00E-04,2,24,3,0.995457,33.449067,375.078631,75.078631
1,3,5.00E-04,5.00E-04,2,25,3,0.995373,34.01311,377.026786,77.026786
1,3,5.00E-04,5.00E-04,2,26,3,0.995282,34.690897,379.986069,79.986069
1,3,5.00E-04,5.00E-04,2,27,3,0.995313,35.197936,379.982796,79.982796
1,3,5.00E-04,5.00E-04,2,28,3,0.99522,35.819058,382.863258,82.863258
1,3,5.00E-04,5.00E-04,2,29,3,0.995136,36.275558,384.707865,84.707865
1,3,5.00E-04,5.00E-04,2,30,3,0.995044,36.845583,387.506383,87.506383
1,3,5.00E-04,5.00E-04,3,7,3,0.995734,15.931844,350.421293,50.421293
1,3,5.00E-04,5.00E-04,3,8,3,0.995608,17.399963,357.453509,57.453509
1,3,5.00E-04,5.00E-04,3,9,3,0.995466,18.728048,364.385347,64.385347
1,3,5.00E-04,5.00E-04,3,10,3,0.995385,20.223117,368.651925,68.651925
1,3,5.00E-04,5.00E-04,3,11,3,0.995495,21.382059,371.146537,71.146537
1,3,5.00E-04,5.00E-04,3,12,3,0.995328,22.439969,377.602686,77.602686
1,3,5.00E-04,5.00E-04,3,13,3,0.995218,23.612791,381.337565,81.337565
1,3,5.00E-04,5.00E-04,3,14,3,0.995052,24.542843,387.44455,87.44455
1,3,5.00E-04,5.00E-04,3,15,3,0.995105,25.396815,389.700825,89.700825
1,3,5.00E-04,5.00E-04,3,16,3,0.994984,26.332778,393.055203,93.055203
1,3,5.00E-04,5.00E-04,3,17,3,0.994813,27.087976,398.819071,98.819071
1,3,5.00E-04,5.00E-04,4,6,3,0.994894,12.923451,360.632979,60.632979
1,3,5.00E-04,5.00E-04,4,7,3,0.995114,14.0889,364.284894,64.284894
1,3,5.00E-04,5.00E-04,4,8,3,0.994833,15.090742,373.438023,73.438023
1,3,5.00E-04,5.00E-04,4,9,3,0.99475,16.827444,380.59041,80.59041
1,3,5.00E-04,5.00E-04,4,10,3,0.994478,17.69625,389.3262,89.3262
1,3,5.00E-04,5.00E-04,4,11,3,0.99455,18.458997,392.660099,92.660099
1,3,5.00E-04,5.00E-04,5,5,3,0.9948,9.996212,353.678884,53.678884
1,3,5.00E-04,5.00E-04,5,6,3,0.994914,12.468569,363.849105,63.849105
1,3,5.00E-04,5.00E-04,5,7,3,0.995048,13.444483,368.268591,68.268591
1,3,5.00E-04,5.00E-04,5,8,3,0.994702,14.261775,377.874348,77.874348
1,3,5.00E-04,5.00E-04,5,9,3,0.994345,14.948901,387.360852,87.360852
1,3,5.00E-04,5.00E-04,5,10,3,0.99398,15.52813,396.730935,96.730935
1,3,5.00E-04,5.00E-04,5,11,3,0.994291,17.145146,398.896211,98.896211
1,3,5.00E-04,5.00E-04,6,4,3,0.994457,7.581373,347.339058,47.339058
1,3,5.00E-04,5.00E-04,6,5,3,0.993974,8.363968,358.047726,58.047726
1,3,5.00E-04,5.00E-04,6,6,3,0.993426,8.959141,368.62489,68.62489
1,3,5.00E-04,5.00E-04,6,7,3,0.994182,11.197625,375.453118,75.453118
1,3,5.00E-04,5.00E-04,6,8,3,0.993669,11.741118,386.244003,86.244003
1,3,5.00E-04,5.00E-04,6,9,3,0.993147,12.183294,396.91297,96.91297
1,3,5.00E-04,5.00E-04,7,3,3,0.994333,5.621131,338.370502,38.370502
1,3,5.00E-04,5.00E-04,7,4,3,0.993728,6.380687,349.817838,49.817838
1,3,5.00E-04,5.00E-04,7,5,3,0.993,6.922147,361.22095,61.22095
1,3,5.00E-04,5.00E-04,7,6,3,0.992211,7.317224,372.496381,72.496381
1,3,5.00E-04,5.00E-04,7,7,3,0.992221,7.609662,377.379556,77.379556
1,3,5.00E-04,5.00E-04,7,8,3,0.992472,9.583724,392.403147,92.403147
1,3,5.00E-04,5.00E-04,8,3,3,0.993772,4.79564,339.756622,39.756622
1,3,5.00E-04,5.00E-04,8,4,3,0.992885,5.342502,351.693304,51.693304
1,3,5.00E-04,5.00E-04,8,5,3,0.991881,5.716341,363.627183,63.627183
1,3,5.00E-04,5.00E-04,8,6,3,0.990821,5.979157,375.437969,75.437969
1,3,5.00E-04,5.00E-04,8,7,3,0.990768,6.16678,380.515778,80.515778
1,3,5.00E-04,5.00E-04,8,8,3,0.989633,6.301344,392.125695,92.125695
1,3,5.00E-04,5.00E-04,9,3,3,0.99363,4.429826,340.368739,40.368739
1,3,5.00E-04,5.00E-04,9,4,3,0.992601,4.878238,352.328052,52.328052
1,3,5.00E-04,5.00E-04,9,5,3,0.991461,5.17685,364.29117,64.29117
1,3,5.00E-04,5.00E-04,9,6,3,0.990268,5.381947,376.173297,76.173297
1,3,5.00E-04,5.00E-04,9,7,3,0.990124,5.525004,381.656576,81.656576
1,3,5.00E-04,5.00E-04,9,8,3,0.988862,5.624984,393.34626,93.34626
1,3,5.00E-04,5.00E-04,10,3,3,0.992927,3.75267,341.316064,41.316064
1,3,5.00E-04,5.00E-04,10,4,3,0.991574,4.075447,353.657746,53.657746
1,3,5.00E-04,5.00E-04,10,5,3,0.990116,4.283157,365.990264,65.990264
1,3,5.00E-04,5.00E-04,10,6,3,0.988607,4.421329,378.262362,78.262362
1,3,5.00E-04,5.00E-04,10,7,3,0.988391,4.514463,383.855057,83.855057
1,3,5.00E-04,5.00E-04,10,8,3,0.986817,4.576908,395.941691,95.941691
1,3,5.00E-04,5.00E-04,1,21,4,0.995267,24.230323,336.136651,36.136651
1,3,5.00E-04,5.00E-04,1,22,4,0.995225,24.904466,337.499153,37.499153
1,3,5.00E-04,5.00E-04,1,23,4,0.995298,25.554079,337.811136,37.811136
1,3,5.00E-04,5.00E-04,1,24,4,0.995252,26.180435,339.145538,39.145538
1,3,5.00E-04,5.00E-04,1,25,4,0.995205,26.784714,340.460368,40.460368
1,3,5.00E-04,5.00E-04,1,26,4,0.995159,27.368008,341.756651,41.756651
1,3,5.00E-04,5.00E-04,1,27,4,0.995214,27.931334,342.05442,42.05442
1,3,5.00E-04,5.00E-04,1,28,4,0.995165,28.475641,343.327035,43.327035
1,3,5.00E-04,5.00E-04,1,29,4,0.995116,29.001811,344.58318,44.58318
1,3,5.00E-04,5.00E-04,1,30,4,0.995067,29.510671,345.823595,45.823595
1,3,5.00E-04,5.00E-04,2,11,4,0.995139,22.84646,356.211928,56.211928
1,3,5.00E-04,5.00E-04,2,12,4,0.995031,24.283433,361.305985,61.305985
1,3,5.00E-04,5.00E-04,2,13,4,0.994931,25.514062,364.6011,64.6011
1,3,5.00E-04,5.00E-04,2,14,4,0.99482,26.807196,369.436875,69.436875
1,3,5.00E-04,5.00E-04,2,15,4,0.994928,27.892472,369.566734,69.566734
1,3,5.00E-04,5.00E-04,2,16,4,0.994807,29.06042,374.204172,74.204172
1,3,5.00E-04,5.00E-04,2,17,4,0.994697,30.022347,377.22526,77.22526
1,3,5.00E-04,5.00E-04,2,18,4,0.994576,31.080573,381.670185,81.670185
1,3,5.00E-04,5.00E-04,2,19,4,0.994648,31.936683,381.77258,81.77258
1,3,5.00E-04,5.00E-04,2,20,4,0.994523,32.898133,386.065771,86.065771
1,3,5.00E-04,5.00E-04,2,21,4,0.99441,33.662636,388.882068,88.882068
1,3,5.00E-04,5.00E-04,2,22,4,0.994286,34.538251,393.022888,93.022888
1,3,5.00E-04,5.00E-04,2,23,4,0.994337,35.222837,393.105135,93.105135
1,3,5.00E-04,5.00E-04,2,24,4,0.994211,36.021939,397.124019,97.124019
1,3,5.00E-04,5.00E-04,2,25,4,0.994096,36.636339,399.777422,99.777422
1,3,5.00E-04,5.00E-04,3,7,4,0.994808,17.607659,365.031803,65.031803
1,3,5.00E-04,5.00E-04,3,8,4,0.994606,19.261623,374.473199,74.473199
1,3,5.00E-04,5.00E-04,3,9,4,0.994393,20.763304,383.773404,83.773404
1,3,5.00E-04,5.00E-04,3,10,4,0.994258,22.402683,389.387018,89.387018
1,3,5.00E-04,5.00E-04,3,11,4,0.994382,23.71318,392.689957,92.689957
1,3,5.00E-04,5.00E-04,4,6,4,0.993777,14.705613,380.451468,80.451468
1,3,5.00E-04,5.00E-04,4,7,4,0.994017,16.078793,385.448031,85.448031
1,3,5.00E-04,5.00E-04,4,8,4,0.993629,17.266924,398.065822,98.065822
1,3,5.00E-04,5.00E-04,5,5,4,0.993752,11.66684,372.067111,72.067111
1,3,5.00E-04,5.00E-04,5,6,4,0.993793,14.449688,385.528434,85.528434
1,3,5.00E-04,5.00E-04,5,7,4,0.993928,15.630562,391.645331,91.645331
1,3,5.00E-04,5.00E-04,6,4,4,0.993411,8.999908,363.718465,63.718465
1,3,5.00E-04,5.00E-04,6,5,4,0.992738,9.98496,379.041405,79.041405
1,3,5.00E-04,5.00E-04,6,6,4,0.992014,10.743381,394.161548,94.161548
1,3,5.00E-04,5.00E-04,7,3,4,0.993391,6.751606,351.055357,51.055357
1,3,5.00E-04,5.00E-04,7,4,4,0.99252,7.721235,367.718707,67.718707
1,3,5.00E-04,5.00E-04,7,5,4,0.991554,8.42291,384.176945,84.176945
1,3,5.00E-04,5.00E-04,8,3,4,0.992704,5.856179,353.232196,53.232196
1,3,5.00E-04,5.00E-04,8,4,4,0.991497,6.571831,370.762978,70.762978
1,3,5.00E-04,5.00E-04,8,5,4,0.990203,7.068417,388.094738,88.094738
1,3,5.00E-04,5.00E-04,9,3,4,0.992521,5.46798,354.186204,54.186204
1,3,5.00E-04,5.00E-04,9,4,4,0.991152,6.064076,371.793921,71.793921
1,3,5.00E-04,5.00E-04,9,5,4,0.989699,6.466835,389.26856,89.26856
1,3,5.00E-04,5.00E-04,10,3,4,0.991672,4.692873,355.726592,55.726592
1,3,5.00E-04,5.00E-04,10,4,4,0.989916,5.130277,373.933352,73.933352
1,3,5.00E-04,5.00E-04,10,5,4,0.988084,5.415708,392.04297,92.04297
1,3,5.00E-04,5.00E-04,1,21,5,0.99435,24.979963,343.970156,43.970156
1,3,5.00E-04,5.00E-04,1,22,5,0.99429,25.677352,345.674328,45.674328
1,3,5.00E-04,5.00E-04,1,23,5,0.994374,26.349318,346.06476,46.06476
1,3,5.00E-04,5.00E-04,1,24,5,0.99431,26.997172,347.734026,47.734026
1,3,5.00E-04,5.00E-04,1,25,5,0.994246,27.622126,349.378959,49.378959
1,3,5.00E-04,5.00E-04,1,26,5,0.994183,28.225309,351.000841,51.000841
1,3,5.00E-04,5.00E-04,1,27,5,0.994247,28.807769,351.373777,51.373777
1,3,5.00E-04,5.00E-04,1,28,5,0.994181,29.370484,352.966276,52.966276
1,3,5.00E-04,5.00E-04,1,29,5,0.994115,29.914368,354.538313,54.538313
1,3,5.00E-04,5.00E-04,1,30,5,0.99405,30.440274,356.090809,56.090809
1,3,5.00E-04,5.00E-04,2,11,5,0.994204,24.030133,368.207944,68.207944
1,3,5.00E-04,5.00E-04,2,12,5,0.994053,25.546891,374.503024,74.503024
1,3,5.00E-04,5.00E-04,2,13,5,0.993917,26.850876,378.66433,78.66433
1,3,5.00E-04,5.00E-04,2,14,5,0.993767,28.216033,384.641256,84.641256
1,3,5.00E-04,5.00E-04,2,15,5,0.993892,29.367491,384.865841,84.865841
1,3,5.00E-04,5.00E-04,2,16,5,0.993733,30.600497,390.600901,90.600901
1,3,5.00E-04,5.00E-04,2,17,5,0.993589,31.622134,394.428664,94.428664
1,3,5.00E-04,5.00E-04,2,18,5,0.993433,32.739161,399.927434,99.927434
1,3,5.00E-04,5.00E-04,3,7,5,0.99386,18.9099,379.724761,79.724761
1,3,5.00E-04,5.00E-04,3,8,5,0.993585,20.71004,391.569852,91.569852
1,3,5.00E-04,5.00E-04,5,5,5,0.99269,13.047381,391.226231,91.226231
1,3,5.00E-04,5.00E-04,6,4,5,0.992348,10.195485,381.031705,81.031705
1,3,5.00E-04,5.00E-04,7,3,5,0.992419,7.717719,364.703484,64.703484
1,3,5.00E-04,5.00E-04,7,4,5,0.991303,8.876395,386.831312,86.831312
1,3,5.00E-04,5.00E-04,8,3,5,0.991614,6.779932,367.872665,67.872665
1,3,5.00E-04,5.00E-04,8,4,5,0.99011,7.65163,391.276899,91.276899
1,3,5.00E-04,5.00E-04,9,3,5,0.991394,6.383574,369.202176,69.202176
1,3,5.00E-04,5.00E-04,9,4,5,0.98971,7.118567,392.839804,92.839804
1,3,5.00E-04,5.00E-04,10,3,5,0.990407,5.534813,371.415715,71.415715
1,3,5.00E-04,5.00E-04,10,4,5,0.988278,6.082326,395.981133,95.981133
1,3,5.00E-04,5.00E-04,1,21,6,0.993461,25.537341,351.548831,51.548831
1,3,5.00E-04,5.00E-04,1,22,6,0.993384,26.252127,353.583015,53.583015
1,3,5.00E-04,5.00E-04,1,23,6,0.993478,26.94082,354.047804,54.047804
1,3,5.00E-04,5.00E-04,1,24,6,0.993397,27.604759,356.040581,56.040581
1,3,5.00E-04,5.00E-04,1,25,6,0.993317,28.245183,358.004441,58.004441
1,3,5.00E-04,5.00E-04,1,26,6,0.993237,28.863243,359.940912,59.940912
1,3,5.00E-04,5.00E-04,1,27,6,0.99331,29.460014,360.385253,60.385253
1,3,5.00E-04,5.00E-04,1,28,6,0.993228,30.036495,362.286875,62.286875
1,3,5.00E-04,5.00E-04,1,29,6,0.993146,30.593621,364.164188,64.164188
1,3,5.00E-04,5.00E-04,1,30,6,0.993065,31.132269,366.018292,66.018292
1,3,5.00E-04,5.00E-04,2,11,6,0.993297,24.927903,379.717669,79.717669
1,3,5.00E-04,5.00E-04,2,12,6,0.993107,26.505096,387.156304,87.156304
1,3,5.00E-04,5.00E-04,2,13,6,0.992935,27.865671,392.159334,92.159334
1,3,5.00E-04,5.00E-04,2,14,6,0.99275,29.285367,399.223249,99.223249
1,3,5.00E-04,5.00E-04,2,15,6,0.99289,30.488024,399.546137,99.546137
1,3,5.00E-04,5.00E-04,3,7,6,0.992942,19.920034,393.808602,93.808602
1,3,5.00E-04,5.00E-04,6,4,6,0.991321,11.181859,398.219694,98.219694
1,3,5.00E-04,5.00E-04,7,3,6,0.991475,8.523341,378.370424,78.370424
